1	0	-0.8660552376710425
0	1	-0.7718423691686126
1	0	-0.6995694226208388
1	0	-0.6516382866539573
1	0	-0.6239294872725379
0	1	-0.6018009845926454
1	0	-0.5874279006080164
0	1	-0.5754674024696212
3	0	-0.5643726232862025
1	0	-0.5551104484421454
1	0	-0.5474985870088607
3	0	-0.5406838231311105
1	0	-0.53447174106667
0	1	-0.5287999621988102
1	0	-0.5235380476918596
1	1	-0.5189122390670474
1	0	-0.514813482593025
1	1	-0.5106846694899978
1	0	-0.5069600691880488
1	0	-0.5030329860373536
1	0	-0.4996911943001117
1	0	-0.49625560030108096
0	1	-0.49273151158358597
1	0	-0.4894251570855609
1	0	-0.48675587487748234
1	0	-0.48443697323257373
0	1	-0.48127508584338846
0	1	-0.4786958037727476
0	1	-0.4765765546906843
1	0	-0.4739196293511708
0	1	-0.47115177751596954
1	0	-0.46885177041197873
0	1	-0.46632092790300084
0	1	-0.4640189088487196
0	1	-0.46187458097921696
3	0	-0.4599929355030437
1	0	-0.4581350326484793
0	1	-0.45641103870525923
1	0	-0.454609624731362
1	0	-0.4527218558598526
0	1	-0.45086608585376464
0	1	-0.4489918500032823
0	1	-0.44751718018511843
1	1	-0.4459587737576323
1	0	-0.4444677681685972
1	0	-0.4430128064571086
0	1	-0.44161422302185965
1	0	-0.43998782854736285
1	0	-0.43856985458534953
1	0	-0.4372950170757128
1	0	-0.43608154259438825
0	1	-0.43456427328121994
1	0	-0.4331440183919907
1	0	-0.43174370849335897
0	1	-0.43040810250262834
1	0	-0.42888285347608884
0	1	-0.42743824078898063
1	1	-0.42649390604817977
1	0	-0.4251173656996149
1	0	-0.42371096167377675
0	1	-0.42248462871949116
1	0	-0.42128924065740053
0	1	-0.42005150479662984
1	0	-0.4191595890643812
1	0	-0.41807934112805156
1	0	-0.4169510639239279
1	0	-0.41581817933083237
1	0	-0.4145960523411512
3	0	-0.41360813591077544
0	1	-0.4125911513881021
1	0	-0.4115515966881274
1	0	-0.4107159991695729
0	1	-0.4096924497552225
0	1	-0.4086215338676641
0	1	-0.4077073425068691
1	0	-0.40676566083479276
0	1	-0.40591062357644914
1	0	-0.40505949549869746
1	0	-0.4042019280632019
0	1	-0.403352916501291
1	0	-0.40232516574147686
0	1	-0.4013053593944875
3	0	-0.40055415032245906
0	1	-0.39957568118775727
3	0	-0.3987251282826239
0	1	-0.39785262312958036
0	1	-0.39712516333290565
1	0	-0.39626448217137145
0	1	-0.3954271134205603
0	1	-0.3945415274626338
1	0	-0.3936451887241969
1	0	-0.3927257963702238
1	0	-0.3919722439054001
0	1	-0.3911782166542531
0	1	-0.3902967140584854
3	0	-0.3894705355328224
0	1	-0.388706776327308
0	1	-0.38795246608811584
1	0	-0.38710580554182294
1	0	-0.38634209040138495
0	1	-0.3854137099634823
1	0	-0.3845545591091014
0	1	-0.3838932329531013
0	1	-0.38315390390029663
0	1	-0.38226823154062217
1	0	-0.38161534879890224
0	1	-0.3808862447698399
1	0	-0.3801616398244192
1	0	-0.379503013763822
1	0	-0.37879656616369833
